schema_version,record_id,source_event_id,symbol,timestamp,received_at,open,high,low,close,volume,currency,interval,regime,source,is_synthetic
1.0.0,922e5145-6d7e-5f6e-bb1b-17daf7edc62e,synthetic:1.0.0:QGOLD:2023-01-18,QGOLD,2023-01-18T21:00:00Z,2023-01-18T21:02:00Z,174.511734,174.927402,172.534666,172.946606,2018039,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,5ac7d312-d0db-5ea7-b22a-1e3c6bbd42e9,synthetic:1.0.0:QWTI:2023-01-18,QWTI,2023-01-18T21:00:00Z,2023-01-18T21:02:00Z,75.395318,77.189614,75.141513,76.930641,3507410,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,b0696960-69a2-51f6-a083-b7ee03d0c6b2,synthetic:1.0.0:QCASH:2023-01-18,QCASH,2023-01-18T21:00:00Z,2023-01-18T21:02:00Z,100.053349,100.099623,100.014952,100.061224,1040618,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,d22bec0e-b127-5430-9340-55400273a8fb,synthetic:1.0.0:QTECH:2023-01-19,QTECH,2023-01-19T21:00:00Z,2023-01-19T21:02:00Z,102.579802,103.928380,102.241270,103.586526,3940217,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,a4d0863b-45a5-5c3a-b97d-e4c8a9d27028,synthetic:1.0.0:QGOLD:2023-01-19,QGOLD,2023-01-19T21:00:00Z,2023-01-19T21:02:00Z,172.635357,174.098596,171.929950,173.390104,1218100,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,97763321-044e-5340-84bb-147dd96b77bf,synthetic:1.0.0:QWTI:2023-01-19,QWTI,2023-01-19T21:00:00Z,2023-01-19T21:02:00Z,76.786382,77.334779,76.517393,77.064815,1529246,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,4095b156-c5fb-571a-9f56-b285e1e88485,synthetic:1.0.0:QCASH:2023-01-19,QCASH,2023-01-19T21:00:00Z,2023-01-19T21:02:00Z,100.059950,100.102775,100.022644,100.065467,729634,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,b9ae240d-dc82-52bc-b80e-0049f00f8cc8,synthetic:1.0.0:QTECH:2023-01-20,QTECH,2023-01-20T21:00:00Z,2023-01-20T21:02:00Z,103.759823,104.048178,101.168928,101.450866,5508725,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,1b991ed5-9c75-556e-9520-071d970caecc,synthetic:1.0.0:QGOLD:2023-01-20,QGOLD,2023-01-20T21:00:00Z,2023-01-20T21:02:00Z,173.463031,173.838280,172.674751,173.049105,1123763,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,872adcd5-edb2-5fda-85f3-79e204172b25,synthetic:1.0.0:QWTI:2023-01-20,QWTI,2023-01-20T21:00:00Z,2023-01-20T21:02:00Z,76.898087,77.518051,76.419568,77.038657,1233680,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,dc2b840d-4833-5ac2-ae0b-c4741b5a5638,synthetic:1.0.0:QCASH:2023-01-20,QCASH,2023-01-20T21:00:00Z,2023-01-20T21:02:00Z,100.064522,100.107105,100.025587,100.068168,717622,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,a3f5be2f-2c6b-59b7-8bb4-3f6eb91d041b,synthetic:1.0.0:QTECH:2023-01-23,QTECH,2023-01-23T21:00:00Z,2023-01-23T21:02:00Z,101.628155,102.524703,101.330594,102.225392,3307190,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,8fc407b1-2800-58d0-8e29-78aea29b551c,synthetic:1.0.0:QGOLD:2023-01-23,QGOLD,2023-01-23T21:00:00Z,2023-01-23T21:02:00Z,172.969144,173.405834,171.386853,171.820643,1893752,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,49c54a0a-74b3-5a45-85f0-03fe7c7ce84b,synthetic:1.0.0:QWTI:2023-01-23,QWTI,2023-01-23T21:00:00Z,2023-01-23T21:02:00Z,77.038890,77.548300,75.602970,76.106213,2548473,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,8e2801b3-fd2a-5249-849f-b19b3cf2ca5e,synthetic:1.0.0:QCASH:2023-01-23,QCASH,2023-01-23T21:00:00Z,2023-01-23T21:02:00Z,100.067338,100.109703,100.030412,100.072776,723845,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,1625401a-99e4-5b6c-8e27-aacc9c4598f1,synthetic:1.0.0:QTECH:2023-01-24,QTECH,2023-01-24T21:00:00Z,2023-01-24T21:02:00Z,102.453086,102.852876,100.527232,100.921043,4845054,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,64c1bce6-108a-5316-874f-8dd174d0ed83,synthetic:1.0.0:QGOLD:2023-01-24,QGOLD,2023-01-24T21:00:00Z,2023-01-24T21:02:00Z,171.943010,172.382727,171.338407,171.777702,960018,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,cbef437b-29ab-5ce6-aa49-35861d273633,synthetic:1.0.0:QWTI:2023-01-24,QWTI,2023-01-24T21:00:00Z,2023-01-24T21:02:00Z,76.125984,76.413549,74.699423,74.982669,2743597,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,149d27bb-d853-5b25-a7d4-0cbb33b02b9b,synthetic:1.0.0:QCASH:2023-01-24,QCASH,2023-01-24T21:00:00Z,2023-01-24T21:02:00Z,100.072019,100.113507,100.034498,100.075985,672428,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,b1b17386-6126-5695-a1f5-392c8c4401e6,synthetic:1.0.0:QTECH:2023-01-25,QTECH,2023-01-25T21:00:00Z,2023-01-25T21:02:00Z,100.846666,102.324986,100.409448,101.883273,3852480,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,9d2ebd13-e7ea-5996-894b-e730612d52fd,synthetic:1.0.0:QGOLD:2023-01-25,QGOLD,2023-01-25T21:00:00Z,2023-01-25T21:02:00Z,171.718952,172.098457,171.002278,171.381035,1252974,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,7e808ff0-3d57-577b-95c9-40be711e0c56,synthetic:1.0.0:QWTI:2023-01-25,QWTI,2023-01-25T21:00:00Z,2023-01-25T21:02:00Z,75.031573,75.598630,74.741371,75.307361,1699737,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,b4520c3e-fda1-50f7-9aaa-8d75eec29df6,synthetic:1.0.0:QCASH:2023-01-25,QCASH,2023-01-25T21:00:00Z,2023-01-25T21:02:00Z,100.075156,100.117956,100.037967,100.080765,768964,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,40bd401f-ba85-5b38-9d33-2dfdc30596b4,synthetic:1.0.0:QTECH:2023-01-26,QTECH,2023-01-26T21:00:00Z,2023-01-26T21:02:00Z,101.919744,102.328253,101.539917,101.948319,1881452,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,48584523-64d3-5005-8247-0a3497a3f058,synthetic:1.0.0:QGOLD:2023-01-26,QGOLD,2023-01-26T21:00:00Z,2023-01-26T21:02:00Z,171.649172,172.232385,169.894702,170.473922,1789601,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,4f5a591e-d35c-50dc-b9b0-371cdba48ace,synthetic:1.0.0:QWTI:2023-01-26,QWTI,2023-01-26T21:00:00Z,2023-01-26T21:02:00Z,75.399974,76.300646,75.072202,75.970394,2309380,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,8f6d3eb2-b76b-5306-8421-a8d87e127a58,synthetic:1.0.0:QCASH:2023-01-26,QCASH,2023-01-26T21:00:00Z,2023-01-26T21:02:00Z,100.079609,100.124642,100.040416,100.085446,711748,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,9c4e8887-abfb-5fde-935c-b09f95b5e2f5,synthetic:1.0.0:QTECH:2023-01-27,QTECH,2023-01-27T21:00:00Z,2023-01-27T21:02:00Z,101.830538,102.102660,100.685899,100.955684,4071838,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,4341bb03-db5e-5494-91eb-001c25fb75fd,synthetic:1.0.0:QGOLD:2023-01-27,QGOLD,2023-01-27T21:00:00Z,2023-01-27T21:02:00Z,170.383928,170.708338,169.965438,170.289669,1082096,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,5678e5c7-1e95-5c33-adb0-17473d496e06,synthetic:1.0.0:QWTI:2023-01-27,QWTI,2023-01-27T21:00:00Z,2023-01-27T21:02:00Z,76.011540,77.047783,75.788238,76.822100,2176133,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,9583fd7b-c1d6-503b-a431-32a84f9c8ac7,synthetic:1.0.0:QCASH:2023-01-27,QCASH,2023-01-27T21:00:00Z,2023-01-27T21:02:00Z,100.085248,100.128579,100.047947,100.091276,954765,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,1e6e29b2-2eed-58e2-a1f3-4a2a169a4a04,synthetic:1.0.0:QTECH:2023-01-30,QTECH,2023-01-30T21:00:00Z,2023-01-30T21:02:00Z,100.840938,101.120015,99.128029,99.403127,4474105,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,ab49643f-a908-5002-8921-e952ab4be555,synthetic:1.0.0:QGOLD:2023-01-30,QGOLD,2023-01-30T21:00:00Z,2023-01-30T21:02:00Z,170.231720,173.156149,169.823471,172.741880,3176206,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,2a31210f-2421-53e0-ad86-c292adc3d6e6,synthetic:1.0.0:QWTI:2023-01-30,QWTI,2023-01-30T21:00:00Z,2023-01-30T21:02:00Z,76.838611,77.242252,74.397008,74.789886,4256073,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,67b852b6-0b68-54f9-adc9-7b0245fb4885,synthetic:1.0.0:QCASH:2023-01-30,QCASH,2023-01-30T21:00:00Z,2023-01-30T21:02:00Z,100.092542,100.132711,100.054309,100.094477,665343,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,52e16fad-20bb-583d-b1a7-ab6a1788e79f,synthetic:1.0.0:QTECH:2023-01-31,QTECH,2023-01-31T21:00:00Z,2023-01-31T21:02:00Z,99.384506,99.687191,98.804807,99.106646,2245945,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,952c77ff-40ff-5a8b-b139-696bb0bd9249,synthetic:1.0.0:QGOLD:2023-01-31,QGOLD,2023-01-31T21:00:00Z,2023-01-31T21:02:00Z,172.677907,173.712539,172.258442,173.291582,1408706,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,d88c1ce7-2f4b-5c47-b20d-598950ffa7f3,synthetic:1.0.0:QWTI:2023-01-31,QWTI,2023-01-31T21:00:00Z,2023-01-31T21:02:00Z,74.805687,75.020441,74.472225,74.686637,1582715,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,2cc904cb-ce4c-5525-a28f-d6fd2a027472,synthetic:1.0.0:QCASH:2023-01-31,QCASH,2023-01-31T21:00:00Z,2023-01-31T21:02:00Z,100.096084,100.135696,100.058944,100.098555,751571,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,4ef3dfac-dca9-58a1-9ecd-541cb4f2d4a5,synthetic:1.0.0:QTECH:2023-02-01,QTECH,2023-02-01T21:00:00Z,2023-02-01T21:02:00Z,99.176184,100.255193,98.806061,99.882434,3393484,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,fa9e284c-9001-5193-ac03-aeabeeeaa252,synthetic:1.0.0:QGOLD:2023-02-01,QGOLD,2023-02-01T21:00:00Z,2023-02-01T21:02:00Z,173.158133,173.754944,172.329372,172.925381,1126224,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,bdea57bb-a2ca-5cb9-a31b-1f3311954127,synthetic:1.0.0:QWTI:2023-02-01,QWTI,2023-02-01T21:00:00Z,2023-02-01T21:02:00Z,74.648680,75.449717,74.044055,74.843514,1397487,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,a8a0fcb9-dbf5-5f57-8d42-b8648c8985a9,synthetic:1.0.0:QCASH:2023-02-01,QCASH,2023-02-01T21:00:00Z,2023-02-01T21:02:00Z,100.097791,100.137698,100.060670,100.100576,611569,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,6469f9b6-d4bf-5951-9d3c-cbf80d9a9343,synthetic:1.0.0:QTECH:2023-02-02,QTECH,2023-02-02T21:00:00Z,2023-02-02T21:02:00Z,99.834852,100.252544,99.081030,99.497310,2456757,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,6272c48d-79b6-5e8a-b007-344b941ed789,synthetic:1.0.0:QGOLD:2023-02-02,QGOLD,2023-02-02T21:00:00Z,2023-02-02T21:02:00Z,172.729518,173.631087,172.216647,173.117065,1170793,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,d2f09da2-5494-54af-a205-8b0b7fb5190d,synthetic:1.0.0:QWTI:2023-02-02,QWTI,2023-02-02T21:00:00Z,2023-02-02T21:02:00Z,75.072435,75.606218,74.763633,75.296495,1726702,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,48809dad-4f6b-53a8-b50b-fb2c8049fa9c,synthetic:1.0.0:QCASH:2023-02-02,QCASH,2023-02-02T21:00:00Z,2023-02-02T21:02:00Z,100.099627,100.141826,100.062489,100.104686,736053,USD,1d,normal,quantops_deterministic_synthetic_generator,True
